reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixreviewtime,reviewtime
R000748,B73446,User_748,"(8, 15)",decent product but delivery was slow.,5,didn't meet expectations.,1673084881,"07 06, 2022"
R000749,B41332,User_749,"(2, 14)",excellent! highly recommended.,3,great purchase!,1658051281,"06 22, 2023"
R000750,B74304,User_750,"(8, 1)",not satisfied. quality is poor.,1,didn't meet expectations.,1665395281,"05 13, 2023"
R000751,B51421,User_751,"(6, 18)","terrible experience, won't buy again.",1,bad quality.,1684576081,"04 03, 2023"
R000752,B39533,User_752,"(3, 9)","very useful, worth the price.",2,highly recommend!,1660470481,"02 05, 2025"
R000753,B98098,User_753,"(5, 3)",decent product but delivery was slow.,5,just okay.,1694944081,"08 22, 2024"
R000754,B14101,User_754,"(2, 14)","very useful, worth the price.",5,"not bad, but slow delivery.",1696585681,"12 15, 2022"
R000755,B42683,User_755,"(9, 4)",amazing product! works as expected.,5,overpriced but good.,1700646481,"07 06, 2024"
R000756,B62031,User_756,"(8, 1)",decent product but delivery was slow.,2,highly recommend!,1722332881,"04 30, 2024"
R000757,B58967,User_757,"(6, 14)",fantastic! exceeded expectations.,5,overpriced but good.,1675417681,"10 07, 2022"
R000758,B86238,User_758,"(2, 16)","very useful, worth the price.",4,loved it!,1715766481,"07 08, 2022"
R000759,B96928,User_759,"(8, 14)",decent product but delivery was slow.,5,bad quality.,1682848081,"03 17, 2025"
R000760,B78256,User_760,"(7, 14)","terrible experience, won't buy again.",3,worst buy.,1703238481,"08 14, 2022"
R000761,B29925,User_761,"(2, 4)","terrible experience, won't buy again.",1,totally worth it!,1685699281,"08 26, 2022"
R000762,B89257,User_762,"(8, 3)","terrible experience, won't buy again.",4,overpriced but good.,1708854481,"09 23, 2024"
R000763,B89999,User_763,"(4, 6)",not satisfied. quality is poor.,1,totally worth it!,1693216081,"08 27, 2023"
R000764,B62852,User_764,"(5, 8)","average product, could be better.",4,great purchase!,1685699281,"02 10, 2023"
R000765,B28679,User_765,"(9, 19)","very useful, worth the price.",2,great purchase!,1672134481,"03 10, 2025"
R000766,B39417,User_766,"(4, 13)",decent product but delivery was slow.,4,highly recommend!,1661852881,"03 16, 2023"
R000767,B80601,User_767,"(0, 19)",decent product but delivery was slow.,1,great purchase!,1670579281,"01 04, 2024"
R000768,B57667,User_768,"(3, 14)","average product, could be better.",5,"not bad, but slow delivery.",1723196881,"11 27, 2022"
R000769,B77973,User_769,"(4, 2)",fantastic! exceeded expectations.,5,didn't meet expectations.,1685872081,"02 27, 2025"
R000770,B83602,User_770,"(8, 8)",not satisfied. quality is poor.,4,worst buy.,1662284881,"02 28, 2024"
R000771,B65349,User_771,"(4, 16)",fantastic! exceeded expectations.,2,just okay.,1732441681,"10 03, 2024"
R000772,B38445,User_772,"(0, 16)","not what i expected, disappointed.",5,didn't meet expectations.,1691488081,"01 01, 2024"
R000773,B60479,User_773,"(7, 11)",excellent! highly recommended.,2,didn't meet expectations.,1714384081,"07 10, 2024"
R000774,B80573,User_774,"(4, 8)",amazing product! works as expected.,3,loved it!,1660384081,"06 08, 2024"
R000775,B56859,User_775,"(3, 3)","good quality, but expensive.",1,overpriced but good.,1681984081,"08 22, 2023"
R000776,B53691,User_776,"(2, 5)","not what i expected, disappointed.",4,highly recommend!,1690969681,"05 22, 2024"
R000777,B23408,User_777,"(0, 3)",decent product but delivery was slow.,4,didn't meet expectations.,1719568081,"12 12, 2022"
R000778,B16781,User_778,"(5, 11)","terrible experience, won't buy again.",4,totally worth it!,1670838481,"05 31, 2024"
R000779,B25703,User_779,"(0, 16)","not what i expected, disappointed.",4,overpriced but good.,1665049681,"08 24, 2024"
R000780,B97334,User_780,"(6, 19)","not what i expected, disappointed.",2,bad quality.,1710841681,"05 13, 2023"
R000781,B23949,User_781,"(4, 12)","average product, could be better.",3,"not bad, but slow delivery.",1729590481,"03 12, 2025"
R000782,B42981,User_782,"(0, 16)",excellent! highly recommended.,3,bad quality.,1725788881,"12 01, 2024"
R000783,B24842,User_783,"(8, 10)",decent product but delivery was slow.,1,totally worth it!,1696067281,"05 24, 2023"
R000784,B80229,User_784,"(9, 2)",fantastic! exceeded expectations.,2,worst buy.,1713692881,"03 14, 2025"
R000785,B10907,User_785,"(5, 7)",excellent! highly recommended.,3,bad quality.,1695980881,"07 08, 2022"
R000786,B93110,User_786,"(7, 3)",not satisfied. quality is poor.,5,"not bad, but slow delivery.",1659692881,"04 03, 2024"
R000787,B32801,User_787,"(8, 2)",fantastic! exceeded expectations.,3,totally worth it!,1728553681,"05 26, 2024"
R000788,B10697,User_788,"(7, 4)","not what i expected, disappointed.",4,"not bad, but slow delivery.",1694080081,"09 04, 2024"
R000789,B77116,User_789,"(8, 6)","terrible experience, won't buy again.",2,"not bad, but slow delivery.",1676368081,"12 26, 2022"
R000790,B68969,User_790,"(1, 14)",excellent! highly recommended.,2,worst buy.,1659174481,"01 08, 2023"
R000791,B92639,User_791,"(1, 11)","very useful, worth the price.",2,"not bad, but slow delivery.",1741081681,"08 13, 2022"
R000792,B75803,User_792,"(2, 1)","good quality, but expensive.",2,loved it!,1692611281,"11 14, 2024"
R000793,B28996,User_793,"(3, 11)",not satisfied. quality is poor.,3,loved it!,1714816081,"12 26, 2023"
R000794,B35911,User_794,"(2, 19)","not what i expected, disappointed.",4,loved it!,1734342481,"03 21, 2024"
R000795,B28297,User_795,"(0, 5)",fantastic! exceeded expectations.,1,just okay.,1725961681,"12 18, 2023"
R000796,B27332,User_796,"(9, 14)","not what i expected, disappointed.",3,loved it!,1719740881,"11 05, 2024"
R000797,B90528,User_797,"(6, 5)",fantastic! exceeded expectations.,4,great purchase!,1704620881,"09 02, 2022"
R000798,B15387,User_798,"(4, 14)",decent product but delivery was slow.,2,loved it!,1735465681,"06 04, 2023"
R000799,B37141,User_799,"(4, 9)","terrible experience, won't buy again.",5,just okay.,1716544081,"10 23, 2022"
R000800,B63930,User_800,"(9, 13)","terrible experience, won't buy again.",5,great purchase!,1684316881,"09 25, 2024"
R000801,B33575,User_801,"(7, 4)","very useful, worth the price.",3,highly recommend!,1738144081,"02 12, 2025"
R000802,B41876,User_802,"(7, 10)","not what i expected, disappointed.",4,didn't meet expectations.,1662457681,"12 16, 2024"
R000803,B14959,User_803,"(7, 7)","terrible experience, won't buy again.",3,"not bad, but slow delivery.",1663148881,"01 24, 2023"
R000804,B23303,User_804,"(5, 14)",not satisfied. quality is poor.,4,worst buy.,1677923281,"12 07, 2023"
R000805,B15155,User_805,"(4, 2)","not what i expected, disappointed.",3,worst buy.,1693475281,"07 28, 2023"
R000806,B56066,User_806,"(4, 5)","very useful, worth the price.",4,totally worth it!,1661766481,"07 16, 2024"
R000807,B12565,User_807,"(0, 5)","average product, could be better.",3,overpriced but good.,1719395281,"08 30, 2023"
R000808,B15566,User_808,"(7, 13)","not what i expected, disappointed.",1,bad quality.,1721123281,"12 21, 2023"
R000809,B82705,User_809,"(8, 11)","not what i expected, disappointed.",1,bad quality.,1736848081,"01 29, 2025"
R000810,B47114,User_810,"(7, 11)","very useful, worth the price.",1,loved it!,1679737681,"07 14, 2022"
R000811,B64147,User_811,"(5, 12)",decent product but delivery was slow.,3,"not bad, but slow delivery.",1723542481,"09 21, 2023"
R000812,B47669,User_812,"(9, 4)","good quality, but expensive.",3,"not bad, but slow delivery.",1678441681,"10 27, 2024"
R000813,B70346,User_813,"(1, 3)","not what i expected, disappointed.",3,didn't meet expectations.,1673084881,"06 11, 2023"
R000814,B27727,User_814,"(2, 13)","terrible experience, won't buy again.",2,didn't meet expectations.,1719395281,"06 19, 2024"
R000815,B92105,User_815,"(5, 10)","average product, could be better.",1,"not bad, but slow delivery.",1662889681,"09 02, 2023"
R000816,B48731,User_816,"(1, 6)","good quality, but expensive.",2,bad quality.,1736243281,"12 23, 2023"
R000817,B93974,User_817,"(0, 11)","very useful, worth the price.",2,bad quality.,1685180881,"07 20, 2023"
R000818,B76571,User_818,"(0, 13)",decent product but delivery was slow.,2,overpriced but good.,1723974481,"07 10, 2022"
R000819,B97473,User_819,"(4, 5)",fantastic! exceeded expectations.,1,"not bad, but slow delivery.",1683280081,"07 19, 2023"
R000820,B71036,User_820,"(7, 11)","good quality, but expensive.",1,highly recommend!,1733132881,"09 06, 2022"
R000821,B89888,User_821,"(4, 3)","average product, could be better.",4,loved it!,1666777681,"07 28, 2024"
R000822,B60826,User_822,"(7, 16)","not what i expected, disappointed.",5,bad quality.,1691920081,"04 13, 2024"
R000823,B65599,User_823,"(6, 4)",excellent! highly recommended.,4,overpriced but good.,1727084881,"05 21, 2024"
R000824,B83208,User_824,"(2, 19)",excellent! highly recommended.,2,highly recommend!,1688032081,"07 05, 2023"
R000825,B93121,User_825,"(1, 4)",decent product but delivery was slow.,4,totally worth it!,1742464081,"03 11, 2024"
R000826,B18401,User_826,"(3, 12)","not what i expected, disappointed.",1,didn't meet expectations.,1674035281,"07 16, 2023"
R000827,B67910,User_827,"(3, 10)","very useful, worth the price.",4,great purchase!,1677577681,"03 07, 2024"
R000828,B69441,User_828,"(1, 17)","terrible experience, won't buy again.",5,just okay.,1723801681,"10 20, 2022"
R000829,B51051,User_829,"(1, 9)","not what i expected, disappointed.",3,overpriced but good.,1698400081,"11 07, 2024"
R000830,B24247,User_830,"(8, 10)","terrible experience, won't buy again.",4,"not bad, but slow delivery.",1714124881,"02 07, 2023"
R000831,B19287,User_831,"(1, 6)",fantastic! exceeded expectations.,5,great purchase!,1688204881,"06 07, 2023"
R000832,B40902,User_832,"(2, 5)","good quality, but expensive.",5,worst buy.,1741945681,"08 15, 2022"
R000833,B39545,User_833,"(5, 8)","terrible experience, won't buy again.",3,just okay.,1663926481,"12 27, 2023"
R000834,B47988,User_834,"(7, 2)",excellent! highly recommended.,4,didn't meet expectations.,1728985681,"04 15, 2024"
R000835,B89651,User_835,"(9, 18)",fantastic! exceeded expectations.,2,bad quality.,1695289681,"08 06, 2022"
R000836,B22354,User_836,"(0, 19)",amazing product! works as expected.,1,worst buy.,1726825681,"01 09, 2025"
R000837,B85067,User_837,"(4, 8)",excellent! highly recommended.,1,highly recommend!,1694857681,"10 30, 2022"
R000838,B65107,User_838,"(4, 9)",amazing product! works as expected.,1,bad quality.,1692611281,"12 09, 2022"
R000839,B96415,User_839,"(4, 4)",amazing product! works as expected.,1,highly recommend!,1734688081,"11 29, 2024"
R000840,B37909,User_840,"(3, 17)","very useful, worth the price.",3,just okay.,1668160081,"05 21, 2024"
R000841,B71744,User_841,"(9, 16)","good quality, but expensive.",5,worst buy.,1675763281,"03 17, 2023"
R000842,B17865,User_842,"(2, 7)","terrible experience, won't buy again.",3,"not bad, but slow delivery.",1670665681,"08 13, 2024"
R000843,B46673,User_843,"(5, 15)",fantastic! exceeded expectations.,3,highly recommend!,1722764881,"04 23, 2024"
R000844,B74499,User_844,"(6, 16)","not what i expected, disappointed.",1,loved it!,1716803281,"01 02, 2023"
R000845,B34420,User_845,"(4, 6)","good quality, but expensive.",1,bad quality.,1671270481,"07 27, 2024"
R000846,B27677,User_846,"(8, 11)",excellent! highly recommended.,2,loved it!,1728380881,"01 20, 2025"
R000847,B98726,User_847,"(9, 10)",amazing product! works as expected.,1,totally worth it!,1710236881,"11 20, 2024"
R000848,B54493,User_848,"(1, 9)",fantastic! exceeded expectations.,3,"not bad, but slow delivery.",1673084881,"07 19, 2022"
R000849,B85736,User_849,"(7, 14)",amazing product! works as expected.,3,great purchase!,1716716881,"12 27, 2023"
R000850,B98975,User_850,"(8, 10)","average product, could be better.",4,"not bad, but slow delivery.",1717494481,"01 17, 2024"
R000851,B23819,User_851,"(2, 14)",decent product but delivery was slow.,2,overpriced but good.,1704188881,"12 20, 2022"
R000852,B44657,User_852,"(1, 18)",fantastic! exceeded expectations.,5,highly recommend!,1696412881,"09 14, 2024"
R000853,B51877,User_853,"(1, 6)",excellent! highly recommended.,2,loved it!,1695721681,"03 17, 2024"
R000854,B13667,User_854,"(4, 11)",decent product but delivery was slow.,3,highly recommend!,1675590481,"01 06, 2025"
R000855,B96458,User_855,"(5, 18)",fantastic! exceeded expectations.,3,highly recommend!,1682848081,"03 04, 2023"
R000856,B34135,User_856,"(6, 17)","average product, could be better.",4,totally worth it!,1734688081,"01 05, 2025"
R000857,B90747,User_857,"(4, 9)",decent product but delivery was slow.,4,just okay.,1725702481,"10 09, 2023"
R000858,B66194,User_858,"(4, 12)",amazing product! works as expected.,1,loved it!,1692524881,"03 19, 2024"
R000859,B19292,User_859,"(3, 9)",decent product but delivery was slow.,2,loved it!,1732182481,"07 13, 2024"
R000860,B94167,User_860,"(4, 15)",excellent! highly recommended.,2,just okay.,1660729681,"04 13, 2024"
R000861,B81076,User_861,"(1, 4)","average product, could be better.",4,highly recommend!,1673344081,"09 21, 2024"
R000862,B64522,User_862,"(7, 18)","not what i expected, disappointed.",5,great purchase!,1689587281,"05 02, 2024"
R000863,B73945,User_863,"(2, 3)",fantastic! exceeded expectations.,3,"not bad, but slow delivery.",1703238481,"09 07, 2024"
R000864,B20295,User_864,"(3, 15)","not what i expected, disappointed.",4,worst buy.,1712224081,"01 14, 2023"
R000865,B87847,User_865,"(5, 12)","terrible experience, won't buy again.",3,bad quality.,1733478481,"07 29, 2023"
R000866,B27672,User_866,"(3, 17)",excellent! highly recommended.,5,worst buy.,1727948881,"09 01, 2022"
R000867,B85830,User_867,"(6, 6)","good quality, but expensive.",2,just okay.,1708422481,"03 02, 2024"
R000868,B63516,User_868,"(9, 19)","average product, could be better.",5,worst buy.,1737280081,"12 26, 2022"
R000869,B78640,User_869,"(7, 10)","not what i expected, disappointed.",5,just okay.,1734601681,"03 25, 2025"
R000870,B53611,User_870,"(5, 7)",amazing product! works as expected.,5,just okay.,1728985681,"01 07, 2025"
R000871,B56295,User_871,"(5, 17)",amazing product! works as expected.,3,just okay.,1728726481,"12 16, 2023"
R000872,B54384,User_872,"(0, 14)",not satisfied. quality is poor.,2,great purchase!,1657964881,"06 10, 2024"
R000873,B34121,User_873,"(6, 4)","not what i expected, disappointed.",1,worst buy.,1741427281,"12 20, 2022"
R000874,B38787,User_874,"(5, 11)","average product, could be better.",1,overpriced but good.,1693475281,"04 03, 2023"
R000875,B27143,User_875,"(8, 15)","very useful, worth the price.",4,bad quality.,1711360081,"12 12, 2024"
R000876,B58408,User_876,"(4, 12)",not satisfied. quality is poor.,2,great purchase!,1741772881,"07 18, 2024"
R000877,B91252,User_877,"(7, 11)",decent product but delivery was slow.,4,highly recommend!,1659088081,"08 20, 2024"
R000878,B50083,User_878,"(2, 6)",amazing product! works as expected.,1,worst buy.,1696931281,"04 24, 2024"
R000879,B23085,User_879,"(0, 12)",decent product but delivery was slow.,4,totally worth it!,1702460881,"09 12, 2024"
R000880,B54390,User_880,"(5, 15)","average product, could be better.",2,just okay.,1657273681,"08 02, 2022"
R000881,B92761,User_881,"(4, 8)","good quality, but expensive.",4,loved it!,1721296081,"04 07, 2023"
R000882,B68410,User_882,"(4, 18)",decent product but delivery was slow.,4,didn't meet expectations.,1685958481,"07 15, 2024"
R000883,B76842,User_883,"(5, 7)","very useful, worth the price.",1,great purchase!,1735292881,"02 18, 2025"
R000884,B79345,User_884,"(9, 6)",decent product but delivery was slow.,1,"not bad, but slow delivery.",1682761681,"07 24, 2023"
R000885,B86674,User_885,"(2, 16)","very useful, worth the price.",4,overpriced but good.,1724233681,"11 08, 2024"
R000886,B74619,User_886,"(8, 18)","good quality, but expensive.",5,"not bad, but slow delivery.",1716630481,"02 07, 2023"
R000887,B11634,User_887,"(9, 18)",excellent! highly recommended.,1,great purchase!,1706867281,"04 01, 2023"
R000888,B24280,User_888,"(9, 7)","good quality, but expensive.",1,great purchase!,1717840081,"08 15, 2024"
R000889,B77913,User_889,"(5, 13)",fantastic! exceeded expectations.,5,bad quality.,1693734481,"04 25, 2024"
R000890,B33525,User_890,"(8, 6)","good quality, but expensive.",4,great purchase!,1692524881,"03 04, 2024"
R000891,B29299,User_891,"(5, 18)","average product, could be better.",3,great purchase!,1660124881,"03 04, 2023"
R000892,B49667,User_892,"(1, 17)",not satisfied. quality is poor.,5,overpriced but good.,1725616081,"06 03, 2024"
R000893,B11856,User_893,"(4, 5)",decent product but delivery was slow.,4,highly recommend!,1699609681,"11 17, 2024"
R000894,B30864,User_894,"(9, 19)",excellent! highly recommended.,3,loved it!,1690364881,"02 12, 2023"
R000895,B34535,User_895,"(7, 8)","good quality, but expensive.",2,didn't meet expectations.,1731923281,"01 25, 2023"
R000896,B44066,User_896,"(9, 8)",fantastic! exceeded expectations.,2,great purchase!,1687945681,"04 01, 2024"
R000897,B56569,User_897,"(5, 18)",fantastic! exceeded expectations.,2,just okay.,1664185681,"01 08, 2024"
R000898,B85893,User_898,"(6, 16)","very useful, worth the price.",3,highly recommend!,1701078481,"12 05, 2024"
R000899,B94467,User_899,"(7, 15)","good quality, but expensive.",4,loved it!,1723974481,"08 18, 2023"
R000900,B67749,User_900,"(7, 8)",amazing product! works as expected.,4,loved it!,1721814481,"02 06, 2024"
R000901,B84156,User_901,"(5, 17)","terrible experience, won't buy again.",2,overpriced but good.,1695980881,"01 01, 2025"
R000902,B88354,User_902,"(8, 11)",excellent! highly recommended.,5,totally worth it!,1685612881,"07 20, 2023"
R000903,B37526,User_903,"(4, 13)",amazing product! works as expected.,5,"not bad, but slow delivery.",1669369681,"12 07, 2022"
R000904,B66378,User_904,"(5, 3)",amazing product! works as expected.,1,highly recommend!,1701164881,"10 01, 2023"
R000905,B37829,User_905,"(5, 4)","good quality, but expensive.",4,didn't meet expectations.,1712310481,"01 17, 2024"
R000906,B57175,User_906,"(4, 5)","terrible experience, won't buy again.",4,"not bad, but slow delivery.",1727516881,"09 11, 2024"
R000907,B98776,User_907,"(7, 5)",not satisfied. quality is poor.,3,overpriced but good.,1686736081,"11 20, 2024"
R000908,B73182,User_908,"(9, 3)",fantastic! exceeded expectations.,1,worst buy.,1692956881,"02 14, 2024"
R000909,B33834,User_909,"(7, 19)","terrible experience, won't buy again.",2,just okay.,1714470481,"06 07, 2023"
R000910,B24855,User_910,"(8, 18)",not satisfied. quality is poor.,5,loved it!,1672652881,"04 05, 2023"
R000911,B54081,User_911,"(1, 19)","good quality, but expensive.",1,loved it!,1741340881,"06 11, 2024"
R000912,B49529,User_912,"(1, 12)",fantastic! exceeded expectations.,2,great purchase!,1692006481,"05 24, 2024"
R000913,B62685,User_913,"(8, 4)",excellent! highly recommended.,3,great purchase!,1733046481,"09 28, 2023"
R000914,B53578,User_914,"(9, 15)","very useful, worth the price.",2,totally worth it!,1722332881,"07 23, 2022"
R000915,B97013,User_915,"(8, 19)",excellent! highly recommended.,4,just okay.,1730713681,"04 23, 2024"
R000916,B57143,User_916,"(1, 4)","terrible experience, won't buy again.",5,highly recommend!,1671616081,"10 07, 2024"
R000917,B46867,User_917,"(3, 8)",fantastic! exceeded expectations.,1,"not bad, but slow delivery.",1675244881,"11 29, 2022"
R000918,B56638,User_918,"(5, 5)",not satisfied. quality is poor.,3,bad quality.,1671529681,"11 24, 2022"
R000919,B28267,User_919,"(5, 13)","very useful, worth the price.",5,bad quality.,1681638481,"12 03, 2022"
R000920,B96249,User_920,"(5, 2)",not satisfied. quality is poor.,5,overpriced but good.,1700560081,"07 16, 2024"
R000921,B98569,User_921,"(3, 1)","not what i expected, disappointed.",2,loved it!,1706694481,"02 12, 2025"
R000922,B65235,User_922,"(1, 15)",decent product but delivery was slow.,5,worst buy.,1682675281,"08 13, 2023"
R000923,B68277,User_923,"(1, 16)","very useful, worth the price.",5,great purchase!,1739094481,"11 02, 2023"
R000924,B43622,User_924,"(7, 5)",decent product but delivery was slow.,4,overpriced but good.,1680947281,"02 18, 2025"
R000925,B48588,User_925,"(0, 12)","not what i expected, disappointed.",2,bad quality.,1694944081,"04 18, 2024"
R000926,B89363,User_926,"(5, 11)",fantastic! exceeded expectations.,5,great purchase!,1710236881,"12 21, 2024"
R000927,B59698,User_927,"(9, 12)","very useful, worth the price.",4,great purchase!,1733478481,"10 03, 2024"
R000928,B41106,User_928,"(5, 13)","terrible experience, won't buy again.",3,"not bad, but slow delivery.",1691660881,"07 08, 2023"
R000929,B13080,User_929,"(0, 6)",fantastic! exceeded expectations.,1,"not bad, but slow delivery.",1693475281,"09 17, 2023"
R000930,B41860,User_930,"(4, 9)",excellent! highly recommended.,2,highly recommend!,1714038481,"11 29, 2023"
R000931,B27522,User_931,"(6, 16)","terrible experience, won't buy again.",3,great purchase!,1694080081,"08 14, 2024"
R000932,B83681,User_932,"(0, 7)",fantastic! exceeded expectations.,5,didn't meet expectations.,1685267281,"08 21, 2023"
R000933,B46507,User_933,"(5, 8)",excellent! highly recommended.,1,didn't meet expectations.,1719740881,"02 01, 2025"
R000934,B15255,User_934,"(7, 2)",fantastic! exceeded expectations.,1,worst buy.,1666691281,"06 29, 2023"
R000935,B19715,User_935,"(7, 17)","good quality, but expensive.",1,just okay.,1733824081,"03 10, 2024"
R000936,B32905,User_936,"(0, 19)","average product, could be better.",3,totally worth it!,1727776081,"12 27, 2023"
R000937,B81453,User_937,"(9, 6)",not satisfied. quality is poor.,2,loved it!,1663494481,"11 13, 2022"
R000938,B53658,User_938,"(8, 12)",decent product but delivery was slow.,5,totally worth it!,1740649681,"10 21, 2023"
R000939,B18137,User_939,"(3, 14)","very useful, worth the price.",1,worst buy.,1673430481,"02 19, 2024"
R000940,B78270,User_940,"(6, 11)",decent product but delivery was slow.,4,totally worth it!,1666259281,"06 02, 2024"
R000941,B87141,User_941,"(9, 7)","terrible experience, won't buy again.",2,great purchase!,1724665681,"12 25, 2023"
R000942,B80519,User_942,"(5, 4)","average product, could be better.",3,totally worth it!,1726220881,"10 02, 2023"
R000943,B39611,User_943,"(8, 9)",excellent! highly recommended.,4,highly recommend!,1659865681,"07 27, 2022"
R000944,B17709,User_944,"(7, 5)",fantastic! exceeded expectations.,1,worst buy.,1659433681,"05 07, 2023"
R000945,B46894,User_945,"(7, 4)","average product, could be better.",4,highly recommend!,1727776081,"02 21, 2024"
R000946,B25053,User_946,"(0, 12)",not satisfied. quality is poor.,5,highly recommend!,1690278481,"07 24, 2023"
R000947,B82875,User_947,"(8, 1)",excellent! highly recommended.,5,highly recommend!,1721555281,"02 14, 2023"
R000948,B13854,User_948,"(7, 2)","average product, could be better.",1,bad quality.,1690278481,"08 01, 2022"
R000949,B34309,User_949,"(7, 8)",not satisfied. quality is poor.,4,totally worth it!,1671702481,"09 07, 2024"
R000950,B83499,User_950,"(0, 15)",amazing product! works as expected.,3,bad quality.,1699091281,"07 29, 2022"
R000951,B16196,User_951,"(3, 16)",fantastic! exceeded expectations.,4,overpriced but good.,1690364881,"03 29, 2023"
R000952,B54029,User_952,"(8, 13)","not what i expected, disappointed.",2,just okay.,1711187281,"11 27, 2023"
R000953,B47242,User_953,"(0, 15)",decent product but delivery was slow.,5,highly recommend!,1740908881,"12 08, 2024"
R000954,B43000,User_954,"(3, 13)","not what i expected, disappointed.",2,bad quality.,1709286481,"03 13, 2023"
R000955,B78117,User_955,"(5, 12)","average product, could be better.",5,bad quality.,1710582481,"02 16, 2023"
R000956,B14199,User_956,"(8, 11)","not what i expected, disappointed.",4,worst buy.,1732614481,"07 04, 2024"
R000957,B91720,User_957,"(4, 13)","very useful, worth the price.",3,overpriced but good.,1681465681,"09 02, 2022"
R000958,B60116,User_958,"(8, 11)",excellent! highly recommended.,5,overpriced but good.,1674985681,"06 11, 2024"
R000959,B53790,User_959,"(0, 15)",fantastic! exceeded expectations.,1,highly recommend!,1742896081,"04 15, 2023"
R000960,B39192,User_960,"(9, 10)","terrible experience, won't buy again.",5,loved it!,1731750481,"09 23, 2024"
R000961,B39071,User_961,"(3, 17)",amazing product! works as expected.,4,worst buy.,1710409681,"10 19, 2024"
R000962,B59923,User_962,"(0, 5)","good quality, but expensive.",5,didn't meet expectations.,1672480081,"11 05, 2023"
R000963,B65020,User_963,"(3, 10)",excellent! highly recommended.,4,bad quality.,1677577681,"10 06, 2023"
R000964,B40409,User_964,"(5, 8)",not satisfied. quality is poor.,5,worst buy.,1730800081,"06 12, 2024"
R000965,B42501,User_965,"(3, 12)",decent product but delivery was slow.,5,loved it!,1676800081,"10 02, 2024"
R000966,B26639,User_966,"(5, 16)",fantastic! exceeded expectations.,3,overpriced but good.,1699609681,"04 19, 2024"
R000967,B50706,User_967,"(3, 5)",decent product but delivery was slow.,4,totally worth it!,1705571281,"01 15, 2025"
R000968,B32955,User_968,"(6, 9)","not what i expected, disappointed.",3,"not bad, but slow delivery.",1706348881,"05 07, 2024"
R000969,B71574,User_969,"(3, 7)",amazing product! works as expected.,2,loved it!,1730108881,"09 25, 2023"
R000970,B97527,User_970,"(6, 18)","terrible experience, won't buy again.",4,just okay.,1700473681,"03 20, 2025"
R000971,B15363,User_971,"(5, 3)","terrible experience, won't buy again.",3,highly recommend!,1685440081,"06 22, 2023"
R000972,B86349,User_972,"(4, 2)","good quality, but expensive.",5,didn't meet expectations.,1688291281,"10 30, 2024"
R000973,B14037,User_973,"(6, 16)","very useful, worth the price.",2,totally worth it!,1672048081,"01 01, 2023"
R000974,B53054,User_974,"(3, 8)","very useful, worth the price.",5,didn't meet expectations.,1706867281,"01 14, 2025"
R000975,B81977,User_975,"(1, 12)","average product, could be better.",3,totally worth it!,1680256081,"05 01, 2024"
R000976,B32113,User_976,"(4, 13)",amazing product! works as expected.,2,loved it!,1657792081,"10 30, 2022"
R000977,B82909,User_977,"(2, 9)",fantastic! exceeded expectations.,1,highly recommend!,1727430481,"08 06, 2023"
R000978,B94282,User_978,"(1, 2)",not satisfied. quality is poor.,2,totally worth it!,1741859281,"08 06, 2024"
R000979,B76978,User_979,"(5, 17)",decent product but delivery was slow.,2,overpriced but good.,1665740881,"05 09, 2024"
R000980,B93840,User_980,"(3, 16)","not what i expected, disappointed.",2,totally worth it!,1698227281,"05 28, 2023"
R000981,B65357,User_981,"(4, 4)",decent product but delivery was slow.,3,didn't meet expectations.,1657705681,"03 30, 2024"
R000982,B65743,User_982,"(1, 15)",not satisfied. quality is poor.,3,didn't meet expectations.,1711532881,"01 31, 2024"
R000983,B36540,User_983,"(3, 9)","not what i expected, disappointed.",2,great purchase!,1670924881,"08 09, 2022"
R000984,B68400,User_984,"(3, 8)","good quality, but expensive.",3,bad quality.,1690883281,"07 22, 2024"
R000985,B71001,User_985,"(1, 15)","not what i expected, disappointed.",3,worst buy.,1690451281,"07 08, 2022"
R000986,B19957,User_986,"(5, 13)","good quality, but expensive.",5,bad quality.,1701769681,"11 04, 2022"
R000987,B78875,User_987,"(7, 11)","very useful, worth the price.",2,highly recommend!,1712915281,"06 24, 2024"
R000988,B21085,User_988,"(6, 4)",not satisfied. quality is poor.,5,"not bad, but slow delivery.",1741686481,"05 03, 2023"
R000989,B84208,User_989,"(5, 11)","average product, could be better.",3,just okay.,1696844881,"09 24, 2024"
R000990,B86189,User_990,"(4, 1)","very useful, worth the price.",1,highly recommend!,1665740881,"07 30, 2024"
R000991,B61607,User_991,"(6, 8)","average product, could be better.",5,highly recommend!,1719049681,"01 05, 2023"
R000992,B38198,User_992,"(0, 9)",decent product but delivery was slow.,3,just okay.,1688118481,"10 25, 2022"
R000993,B18806,User_993,"(8, 10)","terrible experience, won't buy again.",1,didn't meet expectations.,1742550481,"05 20, 2023"
R000994,B94916,User_994,"(3, 16)","not what i expected, disappointed.",4,totally worth it!,1697363281,"02 16, 2025"
R000995,B78469,User_995,"(5, 19)","good quality, but expensive.",5,worst buy.,1725270481,"05 03, 2023"
R000996,B95129,User_996,"(8, 12)",excellent! highly recommended.,4,highly recommend!,1674467281,"02 07, 2024"
R000997,B46422,User_997,"(7, 15)",amazing product! works as expected.,2,great purchase!,1675331281,"06 12, 2024"
